IDKey,Site,Date,Crew,EventType,Method,Equipment,TransectID,TransectBottomLat,TransectBottomLong,TransectTopLat,TransectTopLong,ObsID,Species,Count,Length,FishStatus,CaptureType,ClipType,LavageID,StomachContents,StomachContentsWeight,FishContentWeight,PITnumber,Comments
3,Deadwater Slough,11/12/2019,Jared Barker,Mark,Angling,Spinning Rod; Worms; Bait,3,45.387383,-114.051423,45.38974,-114.046771,3,Cutthroat Trout,1,378,Live,Mark,Upper Caudal,JB12-003,MacroInvert-other/Snail/Detritus/Fish-Unk,0.7,0.1,,
4,Deadwater Slough,11/12/2019,Jim Roscoe; Louise Bruce,Mark,Angling,Spinning Rod; Worms; Lures,1,45.382689,-114.066274,45.385005,-114.059868,,,,,,,,,,,,,Zero Fish
5,Deadwater Slough,11/12/2019,Mitch Mumma,Mark,Angling,Spinning Rod; Worms; Bait,3,45.387383,-114.051423,45.38974,-114.046771,1,Cutthroat Trout,1,342,Live,Mark,Upper Caudal,MM12-001,Snail/Algae,2.1,0,,
6,Deadwater Slough,11/12/2019,Bergin Parks,Mark,Angling,Spinning Rod; Worms; Bait,3,45.387383,-114.051423,45.38974,-114.046771,1,Northern Pikeminnow,1,472,Live,Mark,Upper Caudal,BP12-001,MacroInvert-other/Detritus,0.1,0,,
6,Deadwater Slough,11/12/2019,Bergin Parks,Mark,Angling,Spinning Rod; Worms; Bait,3,45.387383,-114.051423,45.38974,-114.046771,2,Northern Pikeminnow,1,370,Live,Mark,Upper Caudal,,Empty,0,0,,
6,Deadwater Slough,11/12/2019,Bergin Parks,Mark,Angling,Spinning Rod; Worms; Bait,3,45.387383,-114.051423,45.38974,-114.046771,3,Cutthroat Trout,1,336,Live,Mark,Upper Caudal,,Empty,0,0,3DD.00778CADF8,
7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,1,45.382689,-114.066274,45.385005,-114.059868,1,Northern Pikeminnow,1,374,Live,Mark,Upper Caudal,NP12-001,Detritus,0.1,0,,Break between 12:44 and 13:29
7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,1,45.382689,-114.066274,45.385005,-114.059868,2,Northern Pikeminnow,1,392,Live,Mark,Upper Caudal,,Empty,0,0,,Break between 12:44 and 13:29
7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,1,45.382689,-114.066274,45.385005,-114.059868,3,Cutthroat Trout,1,366,Live,Mark,Upper Caudal,NP12-002,MacroInvert-other/Snail/Algae,6.2,0,,Break between 12:44 and 13:29
7,Deadwater Slough,11/12/2019,Nick Porter,Mark,Angling,Spinning Rod; Worms; Bait,1,45.382689,-114.066274,45.385005,-114.059868,4,Cutthroat Trout,1,315,Live,Mark,Upper Caudal,NP12-003,Snail/Algae/Fish-Unk(fish egg)/FinClip,3.1,0.1,,Break between 12:44 and 13:29
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,1,Northern Pikeminnow,1,405,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,2,Northern Pikeminnow,1,422,Live,Mark,Lower Caudal,JB13-001,Fish-Unk (fish bone/cartilage),0.2,0.2,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,3,Northern Pikeminnow,1,397,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,4,Northern Pikeminnow,1,385,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,5,Cutthroat Trout,1,339,Live,Mark,Lower Caudal,JB13-002,MacroInvert-other/Detritus/Fish-Unk,1.6,0.5,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,6,Cutthroat Trout,1,292,Live,Mark,Lower Caudal,JB13-003,MacroInvert-other/Detritus,0.3,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,7,Northern Pikeminnow,1,562,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,8,Northern Pikeminnow,1,373,Live,Mark,Lower Caudal,JB13-004,MacroInvert-other/Detritus,0.2,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,9,Northern Pikeminnow,1,353,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,10,Northern Pikeminnow,1,316,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,11,Northern Pikeminnow,1,351,Live,Mark,Lower Caudal,JB13-005,MacroInvert-other/Detritus,0.3,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,12,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,JB13-006,MacroInvert-other/Detritus,0.5,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,13,Cutthroat Trout,1,333,Live,Mark,Lower Caudal,JB13-007,MacroInvert-other/Algae/Detritus,5.8,0,3DD.003D2D3166,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,14,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,15,Cutthroat Trout,1,310,Live,Mark,Lower Caudal,JB13-008,MacroInvert-other/Detritus,1.9,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,16,Northern Pikeminnow,1,369,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,17,Northern Pikeminnow,1,333,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,18,Northern Pikeminnow,1,472,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,19,Northern Pikeminnow,1,405,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,20,Northern Pikeminnow,1,358,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,21,Northern Pikeminnow,1,372,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,22,Northern Pikeminnow,1,364,Live,Mark,Lower Caudal,JB13-009,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,23,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,24,Northern Pikeminnow,1,350,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,25,Steelhead,1,343,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,26,Cutthroat Trout,1,342,Live,Mark,Lower Caudal,,Empty,0,0,3DD.003D2D30B7,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,27,Northern Pikeminnow,1,351,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,28,Northern Pikeminnow,1,389,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,29,Northern Pikeminnow,1,365,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,30,Northern Pikeminnow,1,341,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,31,Northern Pikeminnow,1,357,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,32,Northern Pikeminnow,1,355,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,3,45.387383,-114.051423,45.38974,-114.046771,33,Northern Pikeminnow,1,512,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,34,Northern Pikeminnow,1,485,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,35,Northern Pikeminnow,1,465,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,36,Northern Pikeminnow,1,380,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,37,Northern Pikeminnow,1,412,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,38,Northern Pikeminnow,1,386,Live,Mark,Lower Caudal,JB13-010,Detritus,0.3,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,39,Northern Pikeminnow,1,435,Live,Mark,Lower Caudal,JB13-011,MacroInvert-other/Detritus,0.3,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,40,Northern Pikeminnow,1,465,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,41,Northern Pikeminnow,1,435,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,42,Northern Pikeminnow,1,417,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,43,Northern Pikeminnow,1,384,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,44,Northern Pikeminnow,1,453,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,45,Northern Pikeminnow,1,365,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,46,Northern Pikeminnow,1,410,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,47,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,JB13-012,MacroInvert-other/Detritus,0.4,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,48,Northern Pikeminnow,1,466,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,49,Northern Pikeminnow,1,403,Live,Mark,Lower Caudal,JB13-013,Snail/Detritus,0.5,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,50,Northern Pikeminnow,1,450,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,51,Northern Pikeminnow,1,414,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,52,Northern Pikeminnow,1,465,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,53,Northern Pikeminnow,1,445,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,54,Northern Pikeminnow,1,382,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,55,Northern Pikeminnow,1,371,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,56,Northern Pikeminnow,1,536,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,57,Northern Pikeminnow,1,501,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,58,Northern Pikeminnow,1,471,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,59,Northern Pikeminnow,1,386,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,60,Northern Pikeminnow,1,519,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,61,Northern Pikeminnow,1,431,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,62,Northern Pikeminnow,1,408,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,63,Northern Pikeminnow,1,381,Live,Mark,Lower Caudal,,Empty,0,0,,
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,64,Northern Pikeminnow,1,430,Live,Mark,Lower Caudal,,Empty,0,0,,
